Date,Open,High,Low,Close,Volume,Name,Market_Cap
2021-08-04,126983.54,141072.75,124789.84,139616.88,4065965,BTC-USD,654020616645.9905
2021-08-05,139616.88,140110.18,138915.64,139942.2,3633829,BTC-USD,602278727587.5797
2021-08-06,139942.2,145587.1,139266.02,145426.06,7181317,BTC-USD,1208523126172.864
2021-08-07,145426.06,147555.65,137156.35,139332.45,8893831,BTC-USD,1347841361474.5195
2021-08-08,139332.45,141813.72,138717.94,138957.82,5085123,BTC-USD,730640551308.4385
2021-08-09,138957.82,144512.09,138217.37,142269.37,1746450,BTC-USD,267276399676.7648
2021-08-10,142269.37,150427.16,141566.52,149267.33,3724104,BTC-USD,653525114341.985
2021-08-11,149267.33,150269.85,146067.11,146541.61,2825667,BTC-USD,372669802867.194
2021-08-12,146541.61,146615.5,137156.19,138222.85,786799,BTC-USD,110281392816.68185
2021-08-13,138222.85,146422.35,137705.51,143918.57,3130106,BTC-USD,484646256408.2437
2021-08-14,143918.57,149974.29,143245.47,148128.95,3887403,BTC-USD,617123741412.5952
2021-08-15,148128.95,148835.59,144932.28,148033.82,3712020,BTC-USD,495054969882.3466
2021-08-16,148033.82,149860.09,144634.93,146838.63,5000812,BTC-USD,759787596789.954
2021-08-17,146838.63,147351.47,129121.74,129775.56,1113546,BTC-USD,161616143982.64926
2021-08-18,129775.56,134409.24,129549.87,133117.6,5636187,BTC-USD,742796632449.8575
2021-08-19,133117.6,133176.49,130423.69,130844.52,2609051,BTC-USD,381430467740.9169
2021-08-20,130844.52,132287.44,130594.69,131658.53,2090091,BTC-USD,259755400722.6289
2021-08-21,131658.53,133786.08,125757.26,127730.0,4204704,BTC-USD,631324248262.503
2021-08-22,127730.0,128104.25,117505.91,118373.21,4208907,BTC-USD,504983388096.87885
2021-08-23,118373.21,121957.4,117420.08,120977.4,1777136,BTC-USD,223244559074.9019
2021-08-24,120977.4,133845.0,119812.43,133582.4,3812555,BTC-USD,413821054075.12
2021-08-25,133582.4,133672.56,130162.04,131617.1,5918035,BTC-USD,676181730553.9172
2021-08-26,131617.1,136230.62,130601.51,134691.09,3791658,BTC-USD,537858417565.3595
2021-08-27,134691.09,139916.45,132517.57,139564.22,4101105,BTC-USD,554022081815.6554
2021-08-28,139564.22,140909.74,137061.04,138511.14,4346907,BTC-USD,604061195154.1724
2021-08-29,138511.14,143050.44,138303.29,142147.24,3480854,BTC-USD,408298175923.3374
2021-08-30,142147.24,142169.38,139620.84,141428.33,1437088,BTC-USD,230409476621.58807
2021-08-31,141428.33,143624.09,136311.62,137188.2,1686987,BTC-USD,257772498572.417
2021-09-01,137188.2,146676.02,134102.71,145209.67,2323310,BTC-USD,294906594430.37286
2021-09-02,145209.67,147295.71,143191.88,145655.46,1435897,BTC-USD,220384029939.51428
2021-09-03,145655.46,154698.49,144665.04,151014.12,4358917,BTC-USD,742071430643.4694
2021-09-04,151014.12,151606.22,148699.9,149829.56,2840988,BTC-USD,449646595040.7117
2021-09-05,149829.56,149976.91,139731.51,141101.47,2400713,BTC-USD,313053520192.04596
2021-09-06,141101.47,141661.41,130495.23,131799.55,5232426,BTC-USD,732695052225.699
2021-09-07,131799.55,132095.62,126164.4,127399.15,4305994,BTC-USD,485046020559.6068
2021-09-08,127399.15,136062.38,125369.69,135760.6,4074413,BTC-USD,512932235633.8864
2021-09-09,135760.6,136553.35,134974.6,135803.05,3374791,BTC-USD,410655761177.7994
2021-09-10,135803.05,138374.51,135736.7,138182.14,3336042,BTC-USD,471477988564.5219
2021-09-11,138182.14,139098.15,133374.37,134925.23,2812397,BTC-USD,319997866395.67523
2021-09-12,134925.23,135939.02,132799.03,133759.97,5113845,BTC-USD,802586284249.1486
2021-09-13,133759.97,135428.95,132195.55,132512.89,2211078,BTC-USD,273484227662.62653
2021-09-14,132512.89,144723.68,131673.06,142954.16,4020430,BTC-USD,510129865315.30963
2021-09-15,142954.16,143139.74,126269.3,127159.86,2370237,BTC-USD,300983051987.7112
2021-09-16,127159.86,128116.99,120574.05,121383.66,1506401,BTC-USD,166541867208.04208
2021-09-17,121383.66,123685.69,117640.85,118880.31,2520765,BTC-USD,303853198234.49554
2021-09-18,118880.31,120123.48,111298.17,112137.67,5045723,BTC-USD,531529264907.7261
2021-09-19,112137.67,118689.62,110526.06,116687.61,1774237,BTC-USD,176561974741.15146
2021-09-20,116687.61,119114.65,112041.91,112628.61,3622642,BTC-USD,369806006688.51385
2021-09-21,112628.61,113556.68,106261.04,107437.79,4716075,BTC-USD,494208040603.1243
2021-09-22,107437.79,107640.94,100905.31,102441.51,1681468,BTC-USD,139888925753.7963
2021-09-23,102441.51,102616.16,101596.4,102499.93,3543834,BTC-USD,402566309828.7928
2021-09-24,102499.93,103388.11,102164.92,102998.81,1803282,BTC-USD,194786778157.54468
2021-09-25,102998.81,118775.16,101874.78,118419.79,4432919,BTC-USD,546228638350.09607
2021-09-26,118419.79,118794.48,113927.68,114010.91,4828464,BTC-USD,560637724865.9592
2021-09-27,114010.91,115828.99,113791.95,114424.94,2800873,BTC-USD,332067502476.5664
2021-09-28,114424.94,115249.64,113199.92,115074.18,2095131,BTC-USD,283012530601.93976
2021-09-29,115074.18,115349.07,110289.64,112352.67,4214306,BTC-USD,380413794254.0769
2021-09-30,112352.67,114771.5,107221.92,108126.21,3320524,BTC-USD,294093260682.3285
2021-10-01,108126.21,109187.07,108037.73,109185.38,3111312,BTC-USD,297788700309.67883
2021-10-02,109185.38,113134.25,108564.72,112806.8,4411816,BTC-USD,431451486835.9646
2021-10-03,112806.8,113073.43,110322.28,110917.37,2086014,BTC-USD,201869710083.35046
2021-10-04,110917.37,111147.82,110667.64,111137.69,3608452,BTC-USD,428617227619.16644
2021-10-05,111137.69,121199.43,111126.18,120836.75,1696506,BTC-USD,201677897683.19366
2021-10-06,120836.75,121205.58,115861.62,116452.92,3358463,BTC-USD,468037266117.5371
2021-10-07,116452.92,117205.82,108197.05,109223.02,3041788,BTC-USD,295938237146.13257
2021-10-08,109223.02,109878.28,103695.8,104707.81,4027253,BTC-USD,389776810366.27057
2021-10-09,104707.81,104773.42,102136.64,102288.71,2761976,BTC-USD,337241835976.15375
2021-10-10,102288.71,102598.11,100179.24,100194.96,2270780,BTC-USD,257713450534.6168
2021-10-11,100194.96,101109.17,92490.59,94914.64,5215575,BTC-USD,489054253365.52124
2021-10-12,94914.64,95127.97,89376.07,90468.76,2790342,BTC-USD,257951729203.1665
2021-10-13,90468.76,103624.45,90258.27,102840.6,1937213,BTC-USD,226571878686.33417
2021-10-14,102840.6,105763.25,102370.06,104336.29,1799827,BTC-USD,186358604739.55698
2021-10-15,104336.29,108388.46,104208.64,107855.9,2629808,BTC-USD,250286899953.5953
2021-10-16,107855.9,112497.08,107115.02,111044.56,2599661,BTC-USD,326604124732.673
2021-10-17,111044.56,115413.59,109920.9,114001.91,3838246,BTC-USD,444178578992.4908
2021-10-18,114001.91,116224.81,113669.65,116089.38,2268567,BTC-USD,226807136546.30957
2021-10-19,116089.38,116530.24,114468.25,115401.77,2291629,BTC-USD,265048929976.26758
2021-10-20,115401.77,116957.42,113659.87,115443.05,2848025,BTC-USD,317369732548.8741
2021-10-21,115443.05,116569.95,114362.98,115058.33,3147412,BTC-USD,416723262650.282
2021-10-22,115058.33,120263.22,115046.79,119575.22,2492260,BTC-USD,253436469838.92963
2021-10-23,119575.22,122291.83,115764.4,116475.94,5940274,BTC-USD,795741913103.6406
2021-10-24,116475.94,124344.37,116329.25,121663.92,2283585,BTC-USD,279186936998.3676
2021-10-25,121663.92,122946.18,120832.23,121912.39,4661122,BTC-USD,546510614533.9037
2021-10-26,121912.39,122055.52,119967.01,121132.55,3183749,BTC-USD,333509930879.4529
2021-10-27,121132.55,121581.35,117899.06,117942.43,1967734,BTC-USD,250721608806.22342
2021-10-28,117942.43,119210.25,117671.22,118229.57,2075782,BTC-USD,287317371692.5626
2021-10-29,118229.57,119150.59,116052.78,117360.74,2718281,BTC-USD,303116649499.8813
2021-10-30,117360.74,118969.78,116984.27,118772.17,3264767,BTC-USD,347681903314.8226
